"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
58,0,18,1,0,2.303849,2.303849,0
1599,3,39,39,0,2.303849,54.736378,0
139,0,19,3,0,2.304127,2.304127,0
99,1,19,2,0,2.304127,2.3041463,0
56,0,16,1,0,2.3041346,2.3041346,0
96,1,16,2,0,2.3041346,2.3042154,0
263,0,23,6,0,2.3041768,2.3041768,0
180,1,20,4,0,2.3041768,2.3042824,0
182,0,22,4,0,2.3042028,2.3042028,0
222,1,22,5,0,2.3042028,2.3042111,0
265,0,25,6,0,2.3042829,2.3042829,0
264,1,24,6,0,2.3042829,2.3042834,0
215,0,15,5,0,2.3043158,2.3043158,0
176,1,16,4,0,2.3043158,2.3043325,0
385,0,25,9,0,2.3043554,2.3043554,0
345,1,25,8,0,2.3043554,2.3043721,0
214,2,14,5,0,2.3044169,2.3044169,0
175,3,15,4,0,2.3044169,2.3044696,0
374,2,14,9,0,2.3045766,2.3045766,0
334,3,14,8,0,2.3045766,2.304579,0
251,0,11,6,0,2.3046637,2.3046637,0
252,1,12,6,0,2.3046637,2.3046947,0
90,0,10,2,0,2.3046644,2.3046644,0
130,1,10,3,0,2.3046644,2.3048279,0
169,0,9,4,0,2.3047416,2.3047416,0
210,1,10,5,0,2.3047416,2.304755,0
288,0,8,7,0,2.3047557,2.3047557,0
249,1,9,6,0,2.3047557,2.3048086,0
170,2,10,4,0,2.3047817,2.3047817,0
171,3,11,4,0,2.3047817,2.3047955,0
410,2,10,10,0,2.3048942,2.3048942,0
330,3,10,8,0,2.3048942,2.3049276,0
649,0,9,16,0,2.3049734,2.3049734,0
609,1,9,15,0,2.3049734,2.3049967,0
567,0,7,14,0,2.3050432,2.3050432,0
568,1,8,14,0,2.3050432,2.305064,0
807,0,7,20,0,2.3050942,2.3050942,0
767,1,7,19,0,2.3050942,2.3051326,0
352,0,32,8,0,2.3050957,2.3050957,0
431,1,31,10,0,2.3050957,2.3051314,0
769,2,9,19,0,2.3051462,2.3051462,0
768,3,8,19,0,2.3051462,2.3051624,0
967,0,7,24,0,2.3051867,2.3051867,0
927,1,7,23,0,2.3051867,2.305197,0
1087,0,7,27,0,2.3052616,2.3052616,0
1047,1,7,26,0,2.3052616,2.3052683,0
1049,0,9,26,0,2.3053114,2.3053114,0
1048,1,8,26,0,2.3053114,2.3053136,0
1131,0,11,28,0,2.3054583,2.3054583,0
1091,1,11,27,0,2.3054583,2.3054681,0
932,2,12,23,0,2.3055086,2.3055086,0
892,3,12,22,0,2.3055086,2.3055148,0
1457,0,17,36,0,2.3073602,2.3073602,0
1418,1,18,35,0,2.3073602,2.3073604,0
1417,2,17,35,0,2.3073704,2.3073704,0
1378,3,18,34,0,2.3073704,2.3074722,0
1409,2,9,35,0,2.3077731,2.3077731,0
1370,3,10,34,0,2.3077731,2.3078279,0
