"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
415,0,15,10,0,2.4147081,2.4147081,0
39,3,39,0,0,2.4147081,2.6734753,0
374,0,14,9,0,2.4147258,2.4147258,0
375,1,15,9,0,2.4147258,2.4151006,0
1584,0,24,39,0,2.4459853,2.4459853,0
1425,1,25,35,0,2.4459853,2.4534516,0
1582,0,22,39,0,2.4476111,2.4476111,0
1583,1,23,39,0,2.4476111,2.4495585,0
1586,0,26,39,0,2.4487021,2.4487021,0
1585,1,25,39,0,2.4487021,2.4492319,0
1580,0,20,39,0,2.4526253,2.4526253,0
1581,1,21,39,0,2.4526253,2.4537663,0
1578,0,18,39,0,2.4599049,2.4599049,0
1579,1,19,39,0,2.4599049,2.4607687,0
1576,0,16,39,0,2.4683456,2.4683456,0
1577,1,17,39,0,2.4683456,2.4693837,0
1574,0,14,39,0,2.4770732,2.4770732,0
1575,1,15,39,0,2.4770732,2.4785564,0
1572,0,12,39,0,2.48562,2.48562,0
1573,1,13,39,0,2.48562,2.487572,0
1570,0,10,39,0,2.494,2.494,0
1571,1,11,39,0,2.494,2.4961963,0
1568,0,8,39,0,2.5026829,2.5026829,0
1569,1,9,39,0,2.5026829,2.5047026,0
1566,0,6,39,0,2.5124903,2.5124903,0
1567,1,7,39,0,2.5124903,2.5138001,0
1564,0,4,39,0,2.5244584,2.5244584,0
1565,1,5,39,0,2.5244584,2.5244956,0
