"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.5003319,1102,0,0,1,22,27,0
1,2.498477,1143,0,3,1,23,28,0
2,2.5089843,1185,0,0,1,25,29,0
3,2.505466,1142,1,3,3,22,28,0
4,2.5161653,1145,1,1588,27,25,28,0
5,91.378387,1560,3,1588,27,0,39,0
