"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.3050594,1,0,3,1,1,0,0
1,2.3050606,3,0,0,1,3,0,0
2,2.305064,5,0,0,1,5,0,0
3,2.3050644,7,0,0,1,7,0,0
4,2.3050647,9,0,0,1,9,0,0
5,2.3050659,11,0,0,1,11,0,0
6,2.3050659,13,0,0,1,13,0,0
7,2.3050671,15,0,0,1,15,0,0
8,2.3050754,17,0,0,1,17,0,0
9,2.3050854,19,0,0,1,19,0,0
10,2.3050916,21,0,0,1,21,0,0
11,2.3050992,23,0,0,1,23,0,0
12,2.3051095,25,0,0,1,25,0,0
13,2.3051243,27,0,0,1,27,0,0
14,2.3051376,29,0,0,1,29,0,0
15,2.3051531,31,0,0,1,31,0,0
16,2.3051665,33,0,0,1,33,0,0
17,2.3051739,35,0,0,1,35,0,0
18,2.3051846,37,0,0,1,37,0,0
19,2.3051953,39,0,0,1,39,0,0
20,2.3050678,2,1,2,2,2,0,0
21,2.3050716,4,1,1,2,4,0,0
22,2.3050714,8,1,2,2,8,0,0
23,2.305073,10,1,0,4,10,0,0
24,2.3050733,6,1,0,6,6,0,0
25,2.305073,14,1,1,2,14,0,0
26,2.305074,12,1,4,4,12,0,0
27,2.3050778,16,1,28,2,16,0,0
28,2.30509,18,1,24,2,18,0,0
29,2.3050997,20,1,19,2,20,0,0
30,2.3051074,22,1,23,2,22,0,0
31,2.3051157,24,1,39,2,24,0,0
32,2.3051291,26,1,35,2,26,0,0
33,2.3051429,28,1,37,2,28,0,0
34,2.3051558,30,1,48,2,30,0,0
35,2.3051729,32,1,32,2,32,0,0
36,2.3051815,34,1,37,2,34,0,0
37,2.3051922,36,1,40,2,36,0,0
38,2.3052027,38,1,1185,39,38,0,0
39,2.3056715,1598,3,1185,39,38,39,0
