"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
657,0,17,16,0,2.399353,2.399353,0
1560,3,0,39,0,2.399353,5.3451219,0
616,0,16,15,0,2.400394,2.400394,0
617,1,17,15,0,2.400394,2.4023836,0
1183,0,23,29,0,2.4280269,2.4280269,0
977,1,17,24,0,2.4280269,2.4528766,0
1142,0,22,28,0,2.4326444,2.4326444,0
1143,1,23,28,0,2.4326444,2.4352012,0
1225,0,25,30,0,2.4376638,2.4376638,0
1185,1,25,29,0,2.4376638,2.4409382,0
1018,0,18,25,0,2.4512262,2.4512262,0
1058,1,18,26,0,2.4512262,2.4524055,0
936,0,16,23,0,2.4515021,2.4515021,0
896,1,16,22,0,2.4515021,2.4515181,0
268,0,28,6,0,2.6542664,2.6542664,0
346,1,26,8,0,2.6542664,2.661212,0
