"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.4287965,1,0,0,1,1,0,0
1,2.4287524,3,0,0,1,3,0,0
2,2.4287372,5,0,0,1,5,0,0
3,2.4287512,7,0,0,1,7,0,0
4,2.4287953,9,0,0,1,9,0,0
5,2.4288688,11,0,0,1,11,0,0
6,2.428973,13,0,0,1,13,0,0
7,2.4291077,15,0,0,1,15,0,0
8,2.4292729,17,0,0,1,17,0,0
9,2.4294693,19,0,0,1,19,0,0
10,2.4296961,21,0,0,1,21,0,0
11,2.4299545,23,0,0,1,23,0,0
12,2.4302437,25,0,0,1,25,0,0
13,2.4290032,6,1,2,2,6,0,0
14,2.4290156,4,1,0,4,4,0,0
15,2.4290214,8,1,2,6,8,0,0
16,2.4290562,2,1,0,8,2,0,0
17,2.429069,10,1,3,2,10,0,0
18,2.4291463,12,1,1,2,12,0,0
19,2.4292541,14,1,13,2,14,0,0
20,2.4293923,16,1,11,2,16,0,0
21,2.4295611,18,1,14,2,18,0,0
22,2.4297612,20,1,21,2,20,0,0
23,2.4299922,22,1,26,2,22,0,0
24,2.430254,24,1,1481,45,24,0,0
25,2.4428654,1560,3,1481,45,0,39,0
