"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
47,0,7,1,0,2.3172064,2.3172064,0
39,3,39,0,0,2.3172064,3.0020854,0
1574,0,14,39,0,2.4536273,2.4536273,0
1171,1,11,29,0,2.4536273,2.4844933,0
1572,0,12,39,0,2.4554365,2.4554365,0
1573,1,13,39,0,2.4554365,2.4566667,0
1576,0,16,39,0,2.4580681,2.4580681,0
1575,1,15,39,0,2.4580681,2.4580762,0
1594,0,34,39,0,2.5942633,2.5942633,0
1593,1,33,39,0,2.5942633,2.5946729,0
1596,0,36,39,0,2.6142013,2.6142013,0
1595,1,35,39,0,2.6142013,2.6156743,0
1598,0,38,39,0,2.6365697,2.6365697,0
1597,1,37,39,0,2.6365697,2.6388149,0
