"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
1,0,1,0,0,2.3051548,2.3051548,0
1599,3,39,39,0,2.3051548,2.3054779,0
3,0,3,0,0,2.3051574,2.3051574,0
2,1,2,0,0,2.3051574,2.3051603,0
5,0,5,0,0,2.30516,2.30516,0
4,1,4,0,0,2.30516,2.3051639,0
7,0,7,0,0,2.3051634,2.3051634,0
6,1,6,0,0,2.3051634,2.3051653,0
9,0,9,0,0,2.305167,2.305167,0
8,1,8,0,0,2.305167,2.3051703,0
11,0,11,0,0,2.305172,2.305172,0
10,1,10,0,0,2.305172,2.3051741,0
13,0,13,0,0,2.3051772,2.3051772,0
12,1,12,0,0,2.3051772,2.3051791,0
15,0,15,0,0,2.3051827,2.3051827,0
14,1,14,0,0,2.3051827,2.3051851,0
17,0,17,0,0,2.3051882,2.3051882,0
16,1,16,0,0,2.3051882,2.3051906,0
19,0,19,0,0,2.3051927,2.3051927,0
18,1,18,0,0,2.3051927,2.3051946,0
21,0,21,0,0,2.3051994,2.3051994,0
20,1,20,0,0,2.3051994,2.3052008,0
23,0,23,0,0,2.3052065,2.3052065,0
22,1,22,0,0,2.3052065,2.305207,0
25,0,25,0,0,2.3052142,2.3052142,0
24,1,24,0,0,2.3052142,2.3052149,0
27,0,27,0,0,2.305222,2.305222,0
26,1,26,0,0,2.305222,2.3052225,0
29,0,29,0,0,2.3052268,2.3052268,0
28,1,28,0,0,2.3052268,2.3052292,0
31,0,31,0,0,2.3052328,2.3052328,0
30,1,30,0,0,2.3052328,2.3052335,0
33,0,33,0,0,2.305238,2.305238,0
32,1,32,0,0,2.305238,2.3052416,0
35,0,35,0,0,2.3052461,2.3052461,0
34,1,34,0,0,2.3052461,2.305249,0
37,0,37,0,0,2.3052542,2.3052542,0
36,1,36,0,0,2.3052542,2.3052578,0
39,0,39,0,0,2.3052607,2.3052607,0
38,1,38,0,0,2.3052607,2.3052647,0
