"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
1592,0,32,39,0,2.2966752,2.2966752,0
1599,3,39,39,0,2.2966752,3.7870009,0
1554,0,34,38,0,2.2969837,2.2969837,0
1593,1,33,39,0,2.2969837,2.2976706,0
1590,0,30,39,0,2.2993035,2.2993035,0
1591,1,31,39,0,2.2993035,2.3006992,0
246,0,6,6,0,2.301585,2.301585,0
1507,1,27,37,0,2.301585,2.3044012,0
88,0,8,2,0,2.3016646,2.3016646,0
127,1,7,3,0,2.3016646,2.3018451,0
167,0,7,4,0,2.3016915,2.3016915,0
206,1,6,5,0,2.3016915,2.3017333,0
126,0,6,3,0,2.3017147,2.3017147,0
127,1,7,3,0,2.3017147,2.3018451,0
367,0,7,9,0,2.301796,2.301796,0
327,1,7,8,0,2.301796,2.3018115,0
288,0,8,7,0,2.3018074,2.3018074,0
327,1,7,8,0,2.3018074,2.3018115,0
1588,0,28,39,0,2.3018472,2.3018472,0
1589,1,29,39,0,2.3018472,2.3025858,0
524,0,4,13,0,2.3019643,2.3019643,0
485,1,5,12,0,2.3019643,2.3020003,0
645,0,5,16,0,2.3020215,2.3020215,0
605,1,5,15,0,2.3020215,2.3020487,0
723,0,3,18,0,2.3020759,2.3020759,0
684,1,4,17,0,2.3020759,2.3020775,0
527,2,7,13,0,2.3020856,2.3020856,0
566,3,6,14,0,2.3020856,2.3020945,0
729,0,9,18,0,2.3021293,2.3021293,0
728,1,8,18,0,2.3021293,2.3021348,0
771,0,11,19,0,2.3021717,2.3021717,0
731,1,11,18,0,2.3021717,2.302192,0
887,0,7,22,0,2.3021812,2.3021812,0
848,1,8,21,0,2.3021812,2.3021846,0
851,0,11,21,0,2.3021934,2.3021934,0
811,1,11,20,0,2.3021934,2.3021941,0
850,2,10,21,0,2.3022022,2.3022022,0
810,3,10,20,0,2.3022022,2.3022027,0
453,0,13,11,0,2.3022037,2.3022037,0
413,1,13,10,0,2.3022037,2.3022146,0
175,0,15,4,0,2.3022521,2.3022521,0
214,1,14,5,0,2.3022521,2.3022528,0
262,0,22,6,0,2.302273,2.302273,0
376,1,16,9,0,2.302273,2.3023815,0
360,0,0,9,0,2.302273,2.302273,0
400,1,0,10,0,2.302273,2.3025839,0
343,0,23,8,0,2.3022816,2.3022816,0
303,1,23,7,0,2.3022816,2.3023183,0
298,0,18,7,0,2.3023412,2.3023412,0
338,1,18,8,0,2.3023412,2.3023558,0
418,2,18,10,0,2.3024228,2.3024228,0
417,3,17,10,0,2.3024228,2.3024294,0
1126,0,6,28,0,2.302552,2.302552,0
1086,1,6,27,0,2.302552,2.302577,0
1207,0,7,30,0,2.3026166,2.3026166,0
1167,1,7,29,0,2.3026166,2.3026512,0
584,2,24,14,0,2.3027549,2.3027549,0
544,3,24,13,0,2.3027549,2.3027601,0
507,0,27,12,0,2.3027587,2.3027587,0
467,1,27,11,0,2.3027587,2.3027687,0
546,2,26,13,0,2.3027873,2.3027873,0
506,3,26,12,0,2.3027873,2.3027906,0
1168,2,8,29,0,2.3028092,2.3028092,0
1128,3,8,28,0,2.3028092,2.3028204,0
627,0,27,15,0,2.3028255,2.3028255,0
587,1,27,14,0,2.3028255,2.3028312,0
707,2,27,17,0,2.3028877,2.3028877,0
706,3,26,17,0,2.3028877,2.3028939,0
1289,0,9,32,0,2.3029275,2.3029275,0
1288,1,8,32,0,2.3029275,2.3029587,0
1250,2,10,31,0,2.3030031,2.3030031,0
1210,3,10,30,0,2.3030031,2.3030064,0
1586,0,26,39,0,2.3036807,2.3036807,0
1587,1,27,39,0,2.3036807,2.3040946,0
955,0,35,23,0,2.3036873,2.3036873,0
954,1,34,23,0,2.3036873,2.3037026,0
835,0,35,20,0,2.3037205,2.3037205,0
874,1,34,21,0,2.3037205,2.3037357,0
795,2,35,19,0,2.303751,2.303751,0
834,3,34,20,0,2.303751,2.3037515,0
1507,2,27,37,0,2.3044012,2.3044012,0
1547,3,27,38,0,2.3044012,2.3044701,0
1469,2,29,36,0,2.3044686,2.3044686,0
1509,3,29,37,0,2.3044686,2.3046443,0
1469,2,29,36,0,2.3044686,2.3044686,0
1468,3,28,36,0,2.3044686,2.3046024,0
1431,2,31,35,0,2.3046174,2.3046174,0
1471,3,31,36,0,2.3046174,2.3046832,0
1581,2,21,39,0,2.3049042,2.3049042,0
1542,3,22,38,0,2.3049042,2.3050284,0
1313,2,33,32,0,2.3049269,2.3049269,0
1353,3,33,33,0,2.3049269,2.3050799,0
1115,2,35,27,0,2.3049643,2.3049643,0
1195,3,35,29,0,2.3049643,2.3054633,0
