"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.3035817,1566,0,0,1,6,39,0
1,2.3035283,1580,0,0,1,20,39,0
2,2.3034875,1590,0,0,1,30,39,0
3,2.3034785,1592,0,0,1,32,39,0
4,2.3034704,1594,0,0,1,34,39,0
5,2.3034654,1596,0,0,1,36,39,0
6,2.3034635,1598,0,2,1,38,39,0
7,2.3034682,1597,1,3,2,37,39,0
8,2.3034725,1595,1,10,2,35,39,0
9,2.3034799,1593,1,15,2,33,39,0
10,2.303488,1591,1,155,10,31,39,0
11,2.3035283,1581,1,420,14,21,39,0
12,2.3035824,1567,1,981,39,7,39,0
13,2.3037252,0,3,981,39,0,0,0
