"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.3035815,19,0,0,1,19,0,0
1,2.3035195,21,0,0,1,21,0,0
2,2.3034995,23,0,1,1,23,0,0
3,2.3035593,25,0,0,1,25,0,0
4,2.3037922,27,0,0,1,27,0,0
5,2.3038898,29,0,0,1,29,0,0
6,2.3038445,33,0,4,2,33,0,0
7,2.3038797,78,0,0,1,38,1,0
8,2.3036544,176,0,2,1,16,4,0
9,2.3037903,234,0,0,1,34,5,0
10,2.3036869,318,0,1,1,38,7,0
11,2.3037064,359,0,0,1,39,8,0
12,2.3038025,497,0,0,1,17,12,0
13,2.3034456,638,0,0,1,38,15,0
14,2.3033521,788,0,0,1,28,19,0
15,2.3032579,1036,0,0,1,36,25,0
16,2.3032639,1079,0,3,1,39,26,0
17,2.3032572,1115,0,0,1,35,27,0
18,2.3037786,1206,0,2,1,6,30,0
19,2.3031907,1359,0,0,1,39,33,0
20,2.3036985,1364,0,7,3,4,34,0
21,2.3030233,1428,0,0,1,28,35,0
22,2.3030155,1469,0,0,1,29,36,0
23,2.3030393,1471,0,1,1,31,36,0
24,2.3030369,1473,0,1,1,33,36,0
25,2.3030293,1507,0,0,1,27,37,0
26,2.3035703,1531,0,0,1,11,38,0
27,2.3030901,1558,0,0,1,38,38,0
28,2.3030224,1596,0,3,1,36,39,0
29,2.3031049,1599,0,0,1,39,39,0
30,2.3030307,1468,4,18,2,28,36,0
31,2.3030529,1472,1,1,2,32,36,0
32,2.3030603,1470,1,26,5,30,36,0
33,2.3030839,1555,1,15,2,35,38,0
34,2.3030958,1597,1,10,2,37,39,0
35,2.3031094,1559,1,64,4,39,38,0
36,2.3031962,1398,1,76,8,38,34,0
37,2.3032582,1076,1,0,2,36,26,0
38,2.3032608,1114,1,35,4,34,27,0
39,2.3032761,1038,1,88,11,38,25,0
40,2.3033521,828,1,95,10,28,20,0
41,2.3034461,678,1,117,33,38,16,0
42,2.3035707,1492,1,133,38,12,37,0
43,2.303586,20,1,2,2,20,0,0
44,2.3036249,22,1,3,2,22,0,0
45,2.3036427,24,1,2,7,24,0,0
46,2.3036773,137,1,25,9,17,3,0
47,2.3037081,358,1,0,1,38,8,0
48,2.3037133,398,1,106,35,38,9,0
49,2.3037887,1245,1,8,4,5,31,0
50,2.3038001,1169,1,18,33,9,29,0
51,2.3038096,274,1,24,17,34,6,0
52,2.3037932,26,1,7,14,26,0,0
53,2.3038118,457,1,4,2,17,11,0
54,2.3038244,538,1,106,21,18,13,0
55,2.3038833,117,1,34,9,37,2,0
56,2.3039052,28,1,14,6,28,0,0
57,2.3039145,114,1,485,34,34,2,0
58,2.3245308,0,3,485,34,0,0,0
