"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
1592,0,32,39,0,2.3994977,2.3994977,0
39,3,39,0,0,2.3994977,2.4434955,0
1590,0,30,39,0,2.3995326,2.3995326,0
1591,1,31,39,0,2.3995326,2.4001789,0
1594,0,34,39,0,2.3995392,2.3995392,0
1593,1,33,39,0,2.3995392,2.4002023,0
1588,0,28,39,0,2.3996491,2.3996491,0
1589,1,29,39,0,2.3996491,2.4002299,0
1596,0,36,39,0,2.3996513,2.3996513,0
1595,1,35,39,0,2.3996513,2.4002931,0
1598,0,38,39,0,2.3998284,2.3998284,0
1597,1,37,39,0,2.3998284,2.4004462,0
1586,0,26,39,0,2.3998544,2.3998544,0
1587,1,27,39,0,2.3998544,2.4003608,0
1584,0,24,39,0,2.4001555,2.4001555,0
1585,1,25,39,0,2.4001555,2.4005792,0
1582,0,22,39,0,2.4005566,2.4005566,0
1583,1,23,39,0,2.4005566,2.4008906,0
1580,0,20,39,0,2.4010653,2.4010653,0
1581,1,21,39,0,2.4010653,2.4013021,0
1578,0,18,39,0,2.4016871,2.4016871,0
1579,1,19,39,0,2.4016871,2.4018197,0
1576,0,16,39,0,2.402427,2.402427,0
1577,1,17,39,0,2.402427,2.4024489,0
320,0,0,8,0,2.4082932,2.4082932,0
685,1,5,17,0,2.4082932,2.4086533,0
