"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
1,0,1,0,0,2.30615,2.30615,0
879,3,39,21,0,2.30615,2.306447,0
3,0,3,0,0,2.3061621,2.3061621,0
2,1,2,0,0,2.3061621,2.3061628,0
5,0,5,0,0,2.3061714,2.3061714,0
4,1,4,0,0,2.3061714,2.3061733,0
7,0,7,0,0,2.3061759,2.3061759,0
6,1,6,0,0,2.3061759,2.3061779,0
9,0,9,0,0,2.30618,2.30618,0
8,1,8,0,0,2.30618,2.3061802,0
11,0,11,0,0,2.3061824,2.3061824,0
10,1,10,0,0,2.3061824,2.3061845,0
13,0,13,0,0,2.3061869,2.3061869,0
12,1,12,0,0,2.3061869,2.3061879,0
1560,0,0,39,0,2.3061926,2.3061926,0
1200,1,0,30,0,2.3061926,2.306221,0
640,0,0,16,0,2.3062119,2.3062119,0
480,1,0,12,0,2.3062119,2.3062172,0
920,0,0,23,0,2.3062122,2.3062122,0
880,1,0,22,0,2.3062122,2.3062134,0
800,0,0,20,0,2.3062124,2.3062124,0
680,1,0,17,0,2.3062124,2.3062134,0
720,0,0,18,0,2.3062127,2.3062127,0
760,1,0,19,0,2.3062127,2.3062131,0
763,0,3,19,0,2.3062153,2.3062153,0
802,1,2,20,0,2.3062153,2.3062153,0
1080,0,0,27,0,2.3062158,2.3062158,0
1040,1,0,26,0,2.3062158,2.3062165,0
646,0,6,16,0,2.3062179,2.3062179,0
645,1,5,16,0,2.3062179,2.3062181,0
1320,0,0,33,0,2.3062179,2.3062179,0
1360,1,0,34,0,2.3062179,2.3062186,0
525,0,5,13,0,2.3062189,2.3062189,0
406,1,6,10,0,2.3062189,2.3062201,0
687,0,7,17,0,2.3062189,2.3062189,0
686,1,6,17,0,2.3062189,2.3062193,0
446,0,6,11,0,2.3062198,2.3062198,0
486,1,6,12,0,2.3062198,2.3062198,0
443,2,3,11,0,2.3062201,2.3062201,0
442,3,2,11,0,2.3062201,2.3062215,0
564,2,4,14,0,2.3062203,2.3062203,0
444,3,4,11,0,2.3062203,2.306222,0
484,0,4,12,0,2.3062205,2.3062205,0
485,1,5,12,0,2.3062205,2.3062205,0
523,2,3,13,0,2.3062208,2.3062208,0
524,3,4,13,0,2.3062208,2.3062208,0
526,2,6,13,0,2.306221,2.306221,0
565,3,5,14,0,2.306221,2.3062215,0
1568,0,8,39,0,2.3062582,2.3062582,0
1567,1,7,39,0,2.3062582,2.3062592,0
1570,0,10,39,0,2.3062665,2.3062665,0
1569,1,9,39,0,2.3062665,2.3062689,0
1572,0,12,39,0,2.3062732,2.3062732,0
1571,1,11,39,0,2.3062732,2.3062761,0
1574,0,14,39,0,2.3062816,2.3062816,0
1573,1,13,39,0,2.3062816,2.306282,0
1576,0,16,39,0,2.3062885,2.3062885,0
1575,1,15,39,0,2.3062885,2.3062887,0
1578,0,18,39,0,2.306298,2.306298,0
1577,1,17,39,0,2.306298,2.3062983,0
1580,0,20,39,0,2.3063037,2.3063037,0
1579,1,19,39,0,2.3063037,2.3063064,0
1582,0,22,39,0,2.3063149,2.3063149,0
1581,1,21,39,0,2.3063149,2.3063154,0
1199,0,39,29,0,2.3064351,2.3064351,0
1159,1,39,28,0,2.3064351,2.3064356,0
797,2,37,19,0,2.3064361,2.3064361,0
796,3,36,19,0,2.3064361,2.3064365,0
1278,2,38,31,0,2.306437,2.306437,0
1238,3,38,30,0,2.306437,2.3064373,0
