"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.5908844,1560,0,1,1,0,39,0
1,2.5911882,1562,0,0,1,2,39,0
2,2.5914719,1564,0,0,1,4,39,0
3,2.5917346,1566,0,0,1,6,39,0
4,2.5919755,1568,0,0,1,8,39,0
5,2.5921946,1570,0,0,1,10,39,0
6,2.5923915,1572,0,0,1,12,39,0
7,2.5925643,1574,0,0,1,14,39,0
8,2.5927143,1576,0,0,1,16,39,0
9,2.5928388,1578,0,0,1,18,39,0
10,2.5929399,1580,0,0,1,20,39,0
11,2.5930159,1582,0,0,1,22,39,0
12,2.593066,1584,0,0,1,24,39,0
13,2.5930901,1586,0,0,1,26,39,0
14,2.5930896,1588,0,0,1,28,39,0
15,2.5930622,1590,0,0,1,30,39,0
16,2.5930088,1592,0,0,1,32,39,0
17,2.5929294,1594,0,0,1,34,39,0
18,2.5928228,1596,0,0,1,36,39,0
19,2.5926912,1598,0,2,1,38,39,0
20,2.5918207,1561,1,1,2,1,39,0
21,2.5921235,1563,1,1,2,3,39,0
22,2.5924056,1565,1,3,2,5,39,0
23,2.5926661,1567,1,2,2,7,39,0
24,2.5929055,1569,1,3,2,9,39,0
25,2.5931215,1571,1,3,2,11,39,0
26,2.5933151,1573,1,4,2,13,39,0
27,2.5934849,1575,1,3,2,15,39,0
28,2.5936835,1597,1,1,2,37,39,0
29,2.5936306,1577,1,3,2,17,39,0
30,2.5937963,1595,1,1,2,35,39,0
31,2.5937517,1579,1,2,2,19,39,0
32,2.5938826,1593,1,1,2,33,39,0
33,2.5938475,1581,1,2,2,21,39,0
34,2.5939422,1591,1,1,2,31,39,0
35,2.5939181,1583,1,2,2,23,39,0
36,2.5939753,1589,1,1,2,29,39,0
37,2.5939634,1585,1,1,2,25,39,0
38,2.5939827,1587,1,1522,40,27,39,0
39,2.6346149,39,3,1522,40,39,0,0
