"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
536,0,16,13,0,2.31778,2.31778,0
1560,3,0,39,0,2.31778,7.2640166,0
1098,0,18,27,0,2.4475796,2.4475796,0
937,1,17,23,0,2.4475796,2.4844935,0
1267,0,27,31,0,2.525758,2.525758,0
1266,1,26,31,0,2.525758,2.5372248,0
1226,0,26,30,0,2.5261364,2.5261364,0
1224,1,24,30,0,2.5261364,2.5361888,0
1309,0,29,32,0,2.5372415,2.5372415,0
1269,1,29,31,0,2.5372415,2.5436618,0
112,0,32,2,0,3.161171,3.161171,0
310,1,30,7,0,3.161171,3.3858314,0
268,2,28,6,0,3.4143777,3.4143777,0
269,3,29,6,0,3.4143777,3.4266508,0
717,0,37,17,0,3.6712549,3.6712549,0
677,1,37,16,0,3.6712549,3.6834834,0
