"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
1259,0,19,31,0,2.5240865,2.5240865,0
1560,3,0,39,0,2.5240865,5.8716187,0
691,0,11,17,0,2.5248096,2.5248096,0
894,1,14,22,0,2.5248096,2.5564742,0
650,0,10,16,0,2.5286474,2.5286474,0
690,1,10,17,0,2.5286474,2.5297146,0
983,0,23,24,0,2.5357268,2.5357268,0
981,1,21,24,0,2.5357268,2.5424151,0
976,0,16,24,0,2.5458586,2.5458586,0
1016,1,16,25,0,2.5458586,2.5461757,0
854,0,14,21,0,2.5557389,2.5557389,0
853,1,13,21,0,2.5557389,2.5557671,0
298,0,18,7,0,2.6741524,2.6741524,0
456,1,16,11,0,2.6741524,2.6870167,0
