"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Persistence","ClusterID","TreeID","isDummyNode","TrueNodeId","isImportantPair","isMultiPersPairNode","BranchNodeID","Points:0","Points:1","Points:2"
0,2.4779644,1560,3,1577,39,0.059125423,0,0,0,11,1,0,0,-75.551598,2.4779644,0
2,2.4203405,2,1,1577,39,0.00041818619,0,0,0,10,0,0,1,-75.603966,2.4203405,0
2,2.4203405,2,1,1577,39,0.00041818619,0,0,1,10,0,0,1,-75.551598,2.4203405,0
4,2.4197733,10,1,8,8,0.00018429756,0,0,0,9,0,0,2,-75.612831,2.4197733,0
4,2.4197733,10,1,8,8,0.00018429756,0,0,1,9,0,0,2,-75.551598,2.4197733,0
6,2.4199224,1,0,0,1,0.00041818619,0,0,0,0,0,0,1,-75.603966,2.4199224,0
6,2.4199224,1,0,0,1,0.00041818619,0,0,1,0,0,0,1,-75.603966,2.4199224,0
8,2.419771,4,1,0,6,0.00049376488,0,0,0,8,0,0,3,-75.609879,2.419771,0
8,2.419771,4,1,0,6,0.00049376488,0,0,1,8,0,0,3,-75.551598,2.419771,0
10,2.419589,11,0,0,1,0.00018429756,0,0,0,5,0,0,2,-75.612831,2.419589,0
10,2.419589,11,0,0,1,0.00018429756,0,0,1,5,0,0,2,-75.612831,2.419589,0
12,2.419481,6,1,2,2,0.00056791306,0,0,0,7,0,0,4,-75.606918,2.419481,0
12,2.419481,6,1,2,2,0.00056791306,0,0,1,7,0,0,4,-75.551598,2.419481,0
14,2.4192772,3,0,0,1,0.00049376488,0,0,0,1,0,0,3,-75.609879,2.4192772,0
14,2.4192772,3,0,0,1,0.00049376488,0,0,1,1,0,0,3,-75.609879,2.4192772,0
16,2.4189131,5,0,0,1,0.00056791306,0,0,0,2,0,0,4,-75.606918,2.4189131,0
16,2.4189131,5,0,0,1,0.00056791306,0,0,1,2,0,0,4,-75.606918,2.4189131,0
18,2.4194798,8,1,0,2,0.00041794777,0,0,0,6,0,0,5,-75.603966,2.4194798,0
18,2.4194798,8,1,0,2,0.00041794777,0,0,1,6,0,0,5,-75.551598,2.4194798,0
20,2.418839,7,0,1,1,0.059125423,0,0,0,3,1,0,0,-75.551598,2.418839,0
20,2.418839,7,0,1,1,0.059125423,0,0,1,3,1,0,0,-75.551598,2.418839,0
22,2.4190619,9,0,0,1,0.00041794777,0,0,0,4,0,0,5,-75.603966,2.4190619,0
22,2.4190619,9,0,0,1,0.00041794777,0,0,1,4,0,0,5,-75.603966,2.4190619,0
