"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
752,0,32,18,0,2.4636159,2.4636159,0
0,3,0,0,0,2.4636159,5.8866148,0
750,0,30,18,0,2.4774406,2.4774406,0
751,1,31,18,0,2.4774406,2.4786909,0
740,0,20,18,0,2.6021879,2.6021879,0
780,1,20,19,0,2.6021879,2.6035209,0
819,0,19,20,0,2.6027083,2.6027083,0
779,1,19,19,0,2.6027083,2.602963,0
376,0,16,9,0,2.6648753,2.6648753,0
416,1,16,10,0,2.6648753,2.6664855,0
334,0,14,8,0,2.689224,2.689224,0
335,1,15,8,0,2.689224,2.6903014,0
