"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
1188,0,28,29,0,2.3030226,2.3030226,0
0,3,0,0,0,2.3030226,17.842312,0
1104,0,24,27,0,2.3030231,2.3030231,0
1187,1,27,29,0,2.3030231,2.3030794,0
1145,0,25,28,0,2.303046,2.303046,0
1144,1,24,28,0,2.303046,2.3030539,0
1267,0,27,31,0,2.3030577,2.3030577,0
1227,1,27,30,0,2.3030577,2.3030818,0
1147,0,27,28,0,2.3030629,2.3030629,0
1146,1,26,28,0,2.3030629,2.3030684,0
227,0,27,5,0,2.3030746,2.3030746,0
619,1,19,15,0,2.3030746,2.3038371,0
1225,2,25,30,0,2.303108,2.303108,0
1186,3,26,29,0,2.303108,2.3031297,0
1305,0,25,32,0,2.303153,2.303153,0
1265,1,25,31,0,2.303153,2.3031533,0
754,0,34,18,0,2.3031626,2.3031626,0
948,1,28,23,0,2.3031626,2.3032758,0
305,0,25,7,0,2.3031886,2.3031886,0
226,1,26,5,0,2.3031886,2.3033595,0
264,0,24,6,0,2.3032026,2.3032026,0
304,1,24,7,0,2.3032026,2.3032439,0
759,0,39,18,0,2.3032091,2.3032091,0
678,1,38,16,0,2.3032091,2.3034866,0
875,0,35,21,0,2.3032115,2.3032115,0
795,1,35,19,0,2.3032115,2.3032737,0
911,0,31,22,0,2.3032181,2.3032181,0
872,1,32,21,0,2.3032181,2.3032229,0
989,2,29,24,0,2.3032861,2.3032861,0
988,3,28,24,0,2.3032861,2.3033037,0
991,2,31,24,0,2.3032944,2.3032944,0
990,3,30,24,0,2.3032944,2.3033152,0
186,0,26,4,0,2.3033392,2.3033392,0
226,1,26,5,0,2.3033392,2.3033595,0
598,0,38,14,0,2.3033948,2.3033948,0
638,1,38,15,0,2.3033948,2.3035634,0
751,2,31,18,0,2.3033979,2.3033979,0
791,3,31,19,0,2.3033979,2.3034132,0
302,0,22,7,0,2.3034096,2.3034096,0
342,1,22,8,0,2.3034096,2.3034122,0
757,2,37,18,0,2.3035083,2.3035083,0
718,3,38,17,0,2.3035083,2.303515,0
1193,0,33,29,0,2.3035357,2.3035357,0
1192,1,32,29,0,2.3035357,2.303546,0
959,0,39,23,0,2.3035383,2.3035383,0
919,1,39,22,0,2.3035383,2.3036394,0
1039,0,39,25,0,2.3035815,2.3035815,0
999,1,39,24,0,2.3035815,2.3036461,0
918,0,38,22,0,2.3036027,2.3036027,0
917,1,37,22,0,2.3036027,2.3036292,0
459,0,19,11,0,2.3036344,2.3036344,0
420,1,20,10,0,2.3036344,2.3036399,0
270,0,30,6,0,2.3036497,2.3036497,0
230,1,30,5,0,2.3036497,2.3036616,0
1037,0,37,25,0,2.3036542,2.3036542,0
1075,1,35,26,0,2.3036542,2.3037271,0
636,2,36,15,0,2.3036623,2.3036623,0
637,3,37,15,0,2.3036623,2.3036757,0
589,2,29,14,0,2.3036869,2.3036869,0
629,3,29,15,0,2.3036869,2.3037133,0
315,0,35,7,0,2.3036959,2.3036959,0
517,1,37,12,0,2.3036959,2.3038313,0
1052,0,12,26,0,2.3037083,2.3037083,0
1053,1,13,26,0,2.3037083,2.303786,0
997,2,37,24,0,2.3037584,2.3037584,0
1036,3,36,25,0,2.3037584,2.303767,0
479,0,39,11,0,2.3037601,2.3037601,0
518,1,38,12,0,2.3037601,2.3037786,0
394,0,34,9,0,2.3037832,2.3037832,0
355,1,35,8,0,2.3037832,2.3037851,0
547,2,27,13,0,2.3037906,2.3037906,0
587,3,27,14,0,2.3037906,2.3037956,0
974,2,14,24,0,2.3037937,2.3037937,0
1014,3,14,25,0,2.3037937,2.3038042,0
476,0,36,11,0,2.3037982,2.3037982,0
396,1,36,9,0,2.3037982,2.3038177,0
516,2,36,12,0,2.303849,2.303849,0
556,3,36,13,0,2.303849,2.3039002,0
434,2,34,10,0,2.3038759,2.3038759,0
475,3,35,11,0,2.3038759,2.3039205,0
427,0,27,10,0,2.3038845,2.3038845,0
387,1,27,9,0,2.3038845,2.3038912,0
428,2,28,10,0,2.3039019,2.3039019,0
503,3,23,12,0,2.3039019,2.3040292,0
428,2,28,10,0,2.3039019,2.3039019,0
388,3,28,9,0,2.3039019,2.3039324,0
541,2,21,13,0,2.3039246,2.3039246,0
581,3,21,14,0,2.3039246,2.3039253,0
313,2,33,7,0,2.3039324,2.3039324,0
392,3,32,9,0,2.3039324,2.3040135,0
464,2,24,11,0,2.3039587,2.3039587,0
465,3,25,11,0,2.3039587,2.3039761,0
430,2,30,10,0,2.3039641,2.3039641,0
390,3,30,9,0,2.3039641,2.3039708,0
774,0,14,19,0,2.3040588,2.3040588,0
814,1,14,20,0,2.3040588,2.3040681,0
