"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
1028,0,28,25,0,2.4208293,2.4208293,0
39,3,39,0,0,2.4208293,6.7532806,0
