"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.4003718,248,0,0,1,8,6,0
1,2.3990824,290,0,1,1,10,7,0
2,2.399353,331,0,0,1,11,8,0
3,2.4514873,1288,0,1,2,8,32,0
4,2.4510131,1410,0,1,1,10,35,0
5,2.4509542,1491,0,3,1,11,37,0
6,2.4510505,1533,0,3,1,13,38,0
7,2.4506409,1576,0,2,1,16,39,0
8,2.4498715,1578,0,0,1,18,39,0
9,2.4490745,1580,0,1,1,20,39,0
10,2.4484577,1582,0,0,1,22,39,0
11,2.4484024,1584,0,0,1,24,39,0
12,2.4493911,1586,0,0,1,26,39,0
13,2.4519713,1588,0,0,1,28,39,0
14,2.4567308,1590,0,0,1,30,39,0
15,2.4642859,1592,0,0,1,32,39,0
16,2.4752579,1594,0,0,1,34,39,0
17,2.3994236,291,1,8,2,11,7,0
18,2.4003818,249,1,529,24,9,6,0
19,2.451021,1579,1,1,2,19,39,0
20,2.4510372,1577,1,0,4,17,39,0
21,2.4510562,1581,1,1,2,21,39,0
22,2.451427,1583,1,0,9,23,39,0
23,2.4512246,1450,1,3,3,10,36,0
24,2.4512899,1493,1,5,2,13,37,0
25,2.451432,1574,1,2,8,14,39,0
26,2.4515517,1208,1,1,3,8,30,0
27,2.4515662,1328,1,49,18,8,33,0
28,2.4525595,1585,1,78,2,25,39,0
29,2.4549673,1587,1,88,2,27,39,0
30,2.459224,1589,1,104,2,29,39,0
31,2.4659503,1591,1,113,2,31,39,0
32,2.4757888,1593,1,572,39,33,39,0
33,2.6880696,39,3,572,39,39,0,0
