"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.3041346,56,0,0,1,16,1,0
1,2.303849,58,0,2,1,18,1,0
2,2.3046644,90,0,0,1,10,2,0
3,2.304127,139,0,0,1,19,3,0
4,2.3047416,169,0,1,1,9,4,0
5,2.3042028,182,0,0,1,22,4,0
6,2.3043158,215,0,0,1,15,5,0
7,2.3046637,251,0,0,1,11,6,0
8,2.3041768,263,0,2,1,23,6,0
9,2.3042829,265,0,0,1,25,6,0
10,2.3047557,288,0,2,1,8,7,0
11,2.3050957,352,0,1,2,32,8,0
12,2.3043554,385,0,0,1,25,9,0
13,2.3050432,567,0,0,1,7,14,0
14,2.3049734,649,0,0,1,9,16,0
15,2.3050942,807,0,2,1,7,20,0
16,2.3051867,967,0,0,1,7,24,0
17,2.3053114,1049,0,0,1,9,26,0
18,2.3052616,1087,0,0,1,7,27,0
19,2.3054583,1131,0,0,1,11,28,0
20,2.3073602,1457,0,0,1,17,36,0
21,2.3041463,99,1,4,3,19,2,0
22,2.3042154,96,1,2,4,16,2,0
23,2.3042111,222,1,2,2,22,5,0
24,2.3042824,180,1,0,4,20,4,0
25,2.3042834,264,1,14,8,24,6,0
26,2.3043325,176,1,6,9,16,4,0
27,2.3043721,345,1,111,13,25,8,0
28,2.3046947,252,1,20,2,12,6,0
29,2.304755,210,1,22,1,10,5,0
30,2.3048086,249,1,5,3,9,6,0
31,2.3048279,130,1,77,12,10,3,0
32,2.3049967,609,1,29,1,9,15,0
33,2.305064,568,1,32,23,8,14,0
34,2.3051314,431,1,0,25,31,10,0
35,2.3051326,767,1,37,4,7,19,0
36,2.305197,927,1,41,3,7,23,0
37,2.3052683,1047,1,14,1,7,26,0
38,2.3053136,1048,1,82,3,8,26,0
39,2.3054681,1091,1,383,10,11,27,0
40,2.3073604,1418,1,667,21,18,35,0
41,54.736378,1599,3,667,21,39,39,0
