"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.407285,1560,0,0,1,0,39,0
1,2.4072495,1562,0,0,1,2,39,0
2,2.4072249,1564,0,0,1,4,39,0
3,2.4072108,1566,0,1,1,6,39,0
4,2.407207,1568,0,0,1,8,39,0
5,2.4072127,1570,0,0,1,10,39,0
6,2.407228,1572,0,0,1,12,39,0
7,2.4072528,1574,0,0,1,14,39,0
8,2.4072866,1576,0,0,1,16,39,0
9,2.4073279,1578,0,0,1,18,39,0
10,2.4073782,1580,0,0,1,20,39,0
11,2.4074357,1582,0,0,1,22,39,0
12,2.4074998,1584,0,0,1,24,39,0
13,2.4075718,1586,0,0,1,26,39,0
14,2.4076493,1588,0,0,1,28,39,0
15,2.4077327,1590,0,0,1,30,39,0
16,2.4078224,1592,0,0,1,32,39,0
17,2.407917,1594,0,0,1,34,39,0
18,2.408016,1596,0,0,1,36,39,0
19,2.4081197,1598,0,0,1,38,39,0
20,2.4073212,1567,1,0,2,7,39,0
21,2.4073224,1565,1,2,4,5,39,0
22,2.4073296,1569,1,0,6,9,39,0
23,2.4073343,1563,1,2,8,3,39,0
24,2.4073482,1571,1,0,10,11,39,0
25,2.4073567,1561,1,2,12,1,39,0
26,2.4073756,1573,1,1,2,13,39,0
27,2.4074118,1575,1,10,2,15,39,0
28,2.4074566,1577,1,5,2,17,39,0
29,2.4075093,1579,1,13,2,19,39,0
30,2.4075699,1581,1,13,2,21,39,0
31,2.4076374,1583,1,11,2,23,39,0
32,2.4077129,1585,1,18,2,25,39,0
33,2.407794,1587,1,19,2,27,39,0
34,2.407881,1589,1,20,2,29,39,0
35,2.4079742,1591,1,25,2,31,39,0
36,2.408072,1593,1,25,2,33,39,0
37,2.4081752,1595,1,27,2,35,39,0
38,2.408282,1597,1,1366,39,37,39,0
39,2.4181819,39,3,1366,39,39,0,0
