"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
462,2,22,11,0,12360008,12360008,0
382,3,22,9,0,12360008,26856162,0
63,2,23,1,0,13054236,13054236,0
102,3,22,2,0,13054236,38066788,0
1530,2,10,38,0,13314614,13314614,0
1491,3,11,37,0,13314614,14691030,0
151,2,31,3,0,15185230,15185230,0
270,3,30,6,0,15185230,21350084,0
30,0,30,0,0,18328162,18328162,0
70,1,30,1,0,18328162,19641550,0
69,2,29,1,0,20406786,20406786,0
149,3,29,3,0,20406786,29176898,0
1534,2,14,38,0,24414228,24414228,0
1533,3,13,38,0,24414228,35702176,0
34,2,34,0,0,25865148,25865148,0
73,3,33,1,0,25865148,28133272,0
67,2,27,1,0,28024588,28024588,0
107,3,27,2,0,28024588,35757156,0
59,2,19,1,0,30892294,30892294,0
99,3,19,2,0,30892294,50966588,0
1528,2,8,38,0,39047036,39047036,0
1489,3,9,37,0,39047036,53172780,0
