"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
820,0,20,20,0,13.36157,13.36157,0
31,3,31,0,0,13.36157,2.2546989e+08,0
904,0,24,22,0,1232.5393,1232.5393,0
903,1,23,22,0,1232.5393,5946.6279,0
1182,0,22,29,0,1355.9883,1355.9883,0
984,1,24,24,0,1355.9883,1644.9326,0
1063,0,23,26,0,1385.5125,1385.5125,0
1103,1,23,27,0,1385.5125,1598.3832,0
825,0,25,20,0,1470.8529,1470.8529,0
864,1,24,21,0,1470.8529,1559.7681,0
1018,0,18,25,0,1949.6481,1949.6481,0
979,1,19,24,0,1949.6481,1952.8126,0
667,0,27,16,0,2021.7272,2021.7272,0
706,1,26,17,0,2021.7272,2123.925,0
588,0,28,14,0,2333.876,2333.876,0
627,1,27,15,0,2333.876,2512.6963,0
1053,0,13,26,0,2679.0898,2679.0898,0
816,1,16,20,0,2679.0898,134628.47,0
894,0,14,22,0,3156.7244,3156.7244,0
934,1,14,23,0,3156.7244,3534.8699,0
655,0,15,16,0,3293.144,3293.144,0
694,1,14,17,0,3293.144,4602.1812,0
470,0,30,11,0,3536.0369,3536.0369,0
510,1,30,12,0,3536.0369,3669.2625,0
1060,0,20,26,0,3568.2847,3568.2847,0
1059,1,19,26,0,3568.2847,5790.8022,0
1171,0,11,29,0,3808.9092,3808.9092,0
1131,1,11,28,0,3808.9092,4024.3337,0
313,0,33,7,0,5538.21,5538.21,0
353,1,33,8,0,5538.21,5801.291,0
982,2,22,24,0,9736.4404,9736.4404,0
943,3,23,23,0,9736.4404,14940.399,0
745,2,25,18,0,21958.754,21958.754,0
784,3,24,19,0,21958.754,50269.277,0
665,2,25,16,0,25886.697,25886.697,0
705,3,25,17,0,25886.697,3481141.8,0
1141,2,21,28,0,34654.125,34654.125,0
1101,3,21,27,0,34654.125,65029.309,0
698,0,18,17,0,81560.102,81560.102,0
739,1,19,18,0,81560.102,100412.05,0
467,0,27,11,0,86476.914,86476.914,0
468,1,28,11,0,86476.914,294859.91,0
546,2,26,13,0,177769.5,177769.5,0
586,3,26,14,0,177769.5,223186.27,0
896,2,16,22,0,178322.48,178322.48,0
856,3,16,21,0,178322.48,378920.19,0
776,2,16,19,0,202211.62,202211.62,0
815,3,15,20,0,202211.62,387343.12,0
696,0,16,17,0,204346.75,204346.75,0
697,1,17,17,0,204346.75,254686.12,0
76,0,36,1,0,215368.39,215368.39,0
77,1,37,1,0,215368.39,393521.75,0
736,2,16,18,0,278810.5,278810.5,0
737,3,17,18,0,278810.5,911834.38,0
545,2,25,13,0,419393.72,419393.72,0
507,3,27,12,0,419393.72,2177382.2,0
1015,2,15,25,0,462557.31,462557.31,0
975,3,15,24,0,462557.31,535587.38,0
388,2,28,9,0,738984.44,738984.44,0
428,3,28,10,0,738984.44,1368845.2,0
379,0,19,9,0,1330134.8,1330134.8,0
418,1,18,10,0,1330134.8,2546806.8,0
381,0,21,9,0,2298592.8,2298592.8,0
380,1,20,9,0,2298592.8,3436020.8,0
384,0,24,9,0,2315197.8,2315197.8,0
424,1,24,10,0,2315197.8,2779941.5,0
1214,0,14,30,0,2335540.2,2335540.2,0
1174,1,14,29,0,2335540.2,2694439,0
265,0,25,6,0,2523256.2,2523256.2,0
304,1,24,7,0,2523256.2,4330178,0
1414,0,14,35,0,2646969,2646969,0
1373,1,13,34,0,2646969,5527311,0
1292,0,12,32,0,3194863.8,3194863.8,0
1253,1,13,31,0,3194863.8,4374505,0
259,0,19,6,0,3340516.8,3340516.8,0
299,1,19,7,0,3340516.8,4506248.5,0
539,2,19,13,0,3796254.2,3796254.2,0
578,3,18,14,0,3796254.2,7362324.5,0
501,0,21,12,0,3811540,3811540,0
540,1,20,13,0,3811540,4123941,0
100,0,20,2,0,3886811.5,3886811.5,0
139,1,19,3,0,3886811.5,6749216,0
1371,0,11,34,0,3898735,3898735,0
1332,1,12,33,0,3898735,4793144,0
223,0,23,5,0,3919717.2,3919717.2,0
263,1,23,6,0,3919717.2,6868473,0
460,0,20,11,0,4058311.8,4058311.8,0
499,1,19,12,0,4058311.8,6271116,0
338,2,18,8,0,4657038,4657038,0
378,3,18,9,0,4657038,5323847,0
582,2,22,14,0,4843319.5,4843319.5,0
621,3,21,15,0,4843319.5,18611834,0
1216,2,16,30,0,4906062,4906062,0
1176,3,16,29,0,4906062,5812556,0
306,2,26,7,0,5111200,5111200,0
346,3,26,8,0,5111200,6451249.5,0
229,2,29,5,0,5116051.5,5116051.5,0
268,3,28,6,0,5116051.5,6533477.5,0
112,0,32,2,0,5157228,5157228,0
113,1,33,2,0,5157228,10241298,0
1571,0,11,39,0,5208806,5208806,0
1492,1,12,37,0,5208806,11946761,0
103,0,23,2,0,5345792.5,5345792.5,0
143,1,23,3,0,5345792.5,10639891,0
1295,0,15,32,0,6223160,6223160,0
1335,1,15,33,0,6223160,6771962,0
422,0,22,10,0,6905694,6905694,0
421,1,21,10,0,6905694,7901724,0
1370,2,10,34,0,7055408,7055408,0
1291,3,11,32,0,7055408,12218679,0
1296,2,16,32,0,7125705,7125705,0
1294,3,14,32,0,7125705,12132468,0
1417,2,17,35,0,7458252.5,7458252.5,0
1336,3,16,33,0,7458252.5,10208261,0
420,2,20,10,0,7547412,7547412,0
459,3,19,11,0,7547412,7761009,0
1334,2,14,33,0,7655156,7655156,0
1374,3,14,34,0,7655156,9821096,0
1337,2,17,33,0,7824500.5,7824500.5,0
1377,3,17,34,0,7824500.5,8675593,0
182,2,22,4,0,8114951,8114951,0
580,3,20,14,0,8114951,31729682,0
141,2,21,3,0,8161051.5,8161051.5,0
218,3,18,5,0,8161051.5,31425834,0
301,2,21,7,0,10912986,10912986,0
222,3,22,5,0,10912986,26314026,0
145,2,25,3,0,11910454,11910454,0
144,3,24,3,0,11910454,85249448,0
342,2,22,8,0,12274650,12274650,0
302,3,22,7,0,12274650,22502880,0
462,2,22,11,0,12360008,12360008,0
461,3,21,11,0,12360008,14756188,0
