"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.3033392,186,0,0,1,26,4,0
1,2.3030746,227,0,4,1,27,5,0
2,2.3032026,264,0,0,1,24,6,0
3,2.3036497,270,0,0,1,30,6,0
4,2.3034096,302,0,0,1,22,7,0
5,2.3031886,305,0,0,1,25,7,0
6,2.3036959,315,0,2,1,35,7,0
7,2.3037832,394,0,0,1,34,9,0
8,2.3038845,427,0,0,1,27,10,0
9,2.3036344,459,0,0,1,19,11,0
10,2.3037982,476,0,3,2,36,11,0
11,2.3037601,479,0,0,1,39,11,0
12,2.3033948,598,0,1,1,38,14,0
13,2.3031626,754,0,4,3,34,18,0
14,2.3032091,759,0,3,2,39,18,0
15,2.3040588,774,0,0,1,14,19,0
16,2.3032115,875,0,1,2,35,21,0
17,2.3032181,911,0,0,1,31,22,0
18,2.3036027,918,0,0,1,38,22,0
19,2.3035383,959,0,0,1,39,23,0
20,2.3036542,1037,0,1,2,37,25,0
21,2.3035815,1039,0,0,1,39,25,0
22,2.3037083,1052,0,2,1,12,26,0
23,2.3030231,1104,0,2,1,24,27,0
24,2.303046,1145,0,1,1,25,28,0
25,2.3030629,1147,0,0,1,27,28,0
26,2.3030226,1188,0,0,1,28,29,0
27,2.3035357,1193,0,0,1,33,29,0
28,2.3030577,1267,0,0,1,27,31,0
29,2.303153,1305,0,0,1,25,32,0
30,2.3030539,1144,1,3,2,24,28,0
31,2.3030684,1146,1,1,1,26,28,0
32,2.3030794,1187,1,0,1,27,29,0
33,2.3030818,1227,1,22,2,27,30,0
34,2.3031533,1265,1,57,8,25,31,0
35,2.3032439,304,1,3,2,24,7,0
36,2.3032229,872,1,9,3,32,21,0
37,2.3032737,795,1,1,8,35,19,0
38,2.3032758,948,1,126,12,28,23,0
39,2.3034866,678,1,28,14,38,16,0
40,2.3033595,226,4,2,5,26,5,0
41,2.3034122,342,1,13,2,22,8,0
42,2.303546,1192,1,8,15,32,29,0
43,2.3035634,638,1,29,7,38,15,0
44,2.3036292,917,1,5,2,37,22,0
45,2.3036394,919,1,1,2,39,22,0
46,2.3036461,999,1,43,4,39,24,0
47,2.3036399,420,1,1,11,20,10,0
48,2.3036616,230,1,29,14,30,5,0
49,2.3037271,1075,1,27,14,35,26,0
50,2.3037786,518,1,4,28,38,12,0
51,2.303786,1053,1,33,27,13,26,0
52,2.3037851,355,1,1,1,35,8,0
53,2.3038177,396,1,0,3,36,9,0
54,2.3038313,517,1,3,18,37,12,0
55,2.3038371,619,1,48,10,19,15,0
56,2.3038912,387,1,76,17,27,9,0
57,2.3040681,814,1,944,24,14,20,0
58,17.842312,0,3,944,24,0,0,0
