"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.30615,1,0,2,1,1,0,0
1,2.3061621,3,0,0,1,3,0,0
2,2.3061714,5,0,0,1,5,0,0
3,2.3061759,7,0,0,1,7,0,0
4,2.30618,9,0,0,1,9,0,0
5,2.3061824,11,0,0,1,11,0,0
6,2.3061869,13,0,0,1,13,0,0
7,2.3062198,446,0,0,1,6,11,0
8,2.3062205,484,0,0,1,4,12,0
9,2.3062189,525,0,0,1,5,13,0
10,2.3062119,640,0,4,1,0,16,0
11,2.3062179,646,0,0,1,6,16,0
12,2.3062189,687,0,0,1,7,17,0
13,2.3062127,720,0,0,1,0,18,0
14,2.3062153,763,0,0,1,3,19,0
15,2.3062124,800,0,0,1,0,20,0
16,2.3062122,920,0,0,1,0,23,0
17,2.3062158,1080,0,0,1,0,27,0
18,2.3064351,1199,0,0,1,39,29,0
19,2.3062179,1320,0,1,1,0,33,0
20,2.3061926,1560,0,8,5,0,39,0
21,2.3062582,1568,0,0,1,8,39,0
22,2.3062665,1570,0,0,1,10,39,0
23,2.3062732,1572,0,0,1,12,39,0
24,2.3062816,1574,0,0,1,14,39,0
25,2.3062885,1576,0,0,1,16,39,0
26,2.306298,1578,0,0,1,18,39,0
27,2.3063037,1580,0,0,1,20,39,0
28,2.3063149,1582,0,0,1,22,39,0
29,2.3061628,2,1,5,2,2,0,0
30,2.3061733,4,1,5,2,4,0,0
31,2.3061779,6,1,3,2,6,0,0
32,2.3061802,8,1,11,2,8,0,0
33,2.3061845,10,1,9,2,10,0,0
34,2.3061879,12,1,95,16,12,0,0
35,2.3062131,760,1,1,2,0,19,0
36,2.3062134,680,1,1,5,0,17,0
37,2.3062134,880,1,10,2,0,22,0
38,2.3062153,802,1,13,6,2,20,0
39,2.3062165,1040,1,4,14,0,26,0
40,2.3062172,480,1,9,6,0,12,0
41,2.3062181,645,1,18,1,5,16,0
42,2.3062186,1360,1,1,4,0,34,0
43,2.3062193,686,1,6,7,6,17,0
44,2.3062198,486,1,0,2,6,12,0
45,2.3062201,406,1,6,2,6,10,0
46,2.3062205,485,1,10,18,5,12,0
47,2.306221,1200,1,237,11,0,30,0
48,2.3062592,1567,1,47,2,7,39,0
49,2.3062689,1569,1,36,2,9,39,0
50,2.3062761,1571,1,32,2,11,39,0
51,2.306282,1573,1,35,2,13,39,0
52,2.3062887,1575,1,57,2,15,39,0
53,2.3062983,1577,1,55,2,17,39,0
54,2.3063064,1579,1,50,2,19,39,0
55,2.3063154,1581,1,723,21,21,39,0
56,2.3064356,1159,1,48,7,39,28,0
57,2.306447,879,3,48,7,39,21,0
