"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.3053439,20,0,0,1,20,0,0
1,2.3053575,23,0,0,1,23,0,0
2,2.3054559,25,0,0,1,25,0,0
3,2.3054435,27,0,1,1,27,0,0
4,2.3055112,29,0,0,1,29,0,0
5,2.3056002,31,0,0,1,31,0,0
6,2.3056974,34,0,2,1,34,0,0
7,2.3053894,58,0,0,1,18,1,0
8,2.3053391,61,0,0,1,21,1,0
9,2.3053823,99,0,0,1,19,2,0
10,2.3057237,115,0,1,1,35,2,0
11,2.3054104,137,0,0,1,17,3,0
12,2.3057504,157,0,0,1,37,3,0
13,2.3053167,248,0,0,1,8,6,0
14,2.30532,286,0,0,1,6,7,0
15,2.3052959,289,0,2,1,9,7,0
16,2.3053803,324,0,0,1,4,8,0
17,2.3053019,327,0,0,1,7,8,0
18,2.305398,362,0,0,1,2,9,0
19,2.3053255,365,0,0,1,5,9,0
20,2.305398,400,0,0,1,0,10,0
21,2.3054016,403,0,0,1,3,10,0
22,2.3053908,441,0,0,1,1,11,0
23,2.3059666,806,0,0,1,6,20,0
24,2.3058889,840,0,0,1,0,21,0
25,2.3057525,1240,0,0,1,0,31,0
26,2.3056462,1283,0,4,1,3,32,0
27,2.3056505,1285,0,0,1,5,32,0
28,2.3057377,1329,0,0,1,9,33,0
29,2.305723,1405,0,0,1,5,35,0
30,2.3058357,1452,0,0,1,12,36,0
31,2.3057292,1484,0,0,1,4,37,0
32,2.3057752,1489,0,0,1,9,37,0
33,2.3066788,1519,0,0,1,39,37,0
34,2.3057208,1565,0,3,2,5,39,0
35,2.3058217,1571,0,1,2,11,39,0
36,2.3058059,1574,0,0,1,14,39,0
37,2.3057716,1576,0,0,1,16,39,0
38,2.3057818,1578,0,1,1,18,39,0
39,2.3058207,1580,0,0,1,20,39,0
40,2.3057854,1584,0,5,3,24,39,0
41,2.3053305,288,4,1,2,8,7,0
42,2.3053374,326,4,13,2,6,8,0
43,2.3053448,21,1,0,1,21,0,0
44,2.3053842,22,1,0,3,22,0,0
45,2.305393,59,4,1,1,19,1,0
46,2.3054047,440,1,0,2,0,11,0
47,2.305408,364,4,2,2,4,9,0
48,2.3054111,402,4,3,15,2,10,0
49,2.3054128,98,1,0,2,18,2,0
50,2.3054295,136,1,21,8,16,3,0
51,2.3054783,24,1,31,2,24,0,0
52,2.3055551,26,1,7,2,26,0,0
53,2.3055789,28,1,15,2,28,0,0
54,2.3056185,30,1,53,3,30,0,0
55,2.3056667,1284,1,28,2,4,32,0
56,2.3057303,1365,1,5,4,5,34,0
57,2.3057323,75,1,0,2,35,1,0
58,2.3057353,33,1,52,4,33,0,0
59,2.3057413,1485,1,0,1,5,37,0
60,2.3057382,1289,1,3,6,9,32,0
61,2.3057477,1444,1,5,5,4,36,0
62,2.3058338,117,1,41,41,37,2,0
63,2.3057547,1241,1,38,9,1,31,0
64,2.305795,1488,1,36,3,8,37,0
65,2.3058114,1575,1,2,2,15,39,0
66,2.3058367,1577,1,0,4,17,39,0
67,2.3058386,1573,1,0,6,13,39,0
68,2.3058405,1579,1,1,8,19,39,0
69,2.3058457,1451,1,8,2,11,36,0
70,2.3058493,1531,1,17,10,11,38,0
71,2.3058696,1581,1,65,25,21,39,0
72,2.3059013,800,1,55,7,0,20,0
73,2.3059695,767,1,12,9,7,19,0
74,2.3059804,1000,1,825,39,0,25,0
75,2.306711,1518,1,163,52,38,37,0
76,2.3124952,1,3,163,52,1,0,0
