"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.3016646,88,0,0,1,8,2,0
1,2.3017147,126,0,0,1,6,3,0
2,2.3016915,167,0,0,1,7,4,0
3,2.3022521,175,0,0,1,15,4,0
4,2.301585,246,0,3,1,6,6,0
5,2.302273,262,0,5,1,22,6,0
6,2.3018074,288,0,0,1,8,7,0
7,2.3023412,298,0,0,1,18,7,0
8,2.3022816,343,0,0,1,23,8,0
9,2.302273,360,0,0,1,0,9,0
10,2.301796,367,0,0,1,7,9,0
11,2.3022037,453,0,0,1,13,11,0
12,2.3027587,507,0,0,1,27,12,0
13,2.3019643,524,0,2,1,4,13,0
14,2.3028255,627,0,0,1,27,15,0
15,2.3020215,645,0,2,1,5,16,0
16,2.3020759,723,0,0,1,3,18,0
17,2.3021293,729,0,0,1,9,18,0
18,2.3021717,771,0,1,1,11,19,0
19,2.3037205,835,0,0,1,35,20,0
20,2.3021934,851,0,0,1,11,21,0
21,2.3021812,887,0,0,1,7,22,0
22,2.3036873,955,0,0,1,35,23,0
23,2.302552,1126,0,1,1,6,28,0
24,2.3026166,1207,0,0,1,7,30,0
25,2.3029275,1289,0,1,1,9,32,0
26,2.2969837,1554,0,1,1,34,38,0
27,2.3036807,1586,0,0,1,26,39,0
28,2.3018472,1588,0,0,1,28,39,0
29,2.2993035,1590,0,0,1,30,39,0
30,2.2966752,1592,0,0,1,32,39,0
31,2.2976706,1593,1,7,2,33,39,0
32,2.3006992,1591,1,10,2,31,39,0
33,2.3017333,206,1,2,3,6,5,0
34,2.3018115,327,4,9,5,7,8,0
35,2.3018451,127,4,22,9,7,3,0
36,2.3025858,1589,1,16,2,29,39,0
37,2.3020003,485,1,13,3,5,12,0
38,2.3020487,605,1,13,2,5,15,0
39,2.3020775,684,1,30,4,4,17,0
40,2.3021348,728,1,25,3,8,18,0
41,2.3021846,848,1,6,4,8,21,0
42,2.302192,731,1,1,2,11,18,0
43,2.3021941,811,1,22,10,11,20,0
44,2.3022146,413,1,39,5,13,10,0
45,2.3022528,214,1,90,4,14,5,0
46,2.3023183,303,1,7,5,23,7,0
47,2.3023558,338,1,8,2,18,8,0
48,2.3023815,376,1,128,20,16,9,0
49,2.302577,1086,1,6,18,6,27,0
50,2.3025839,400,1,59,20,0,10,0
51,2.3026512,1167,1,95,26,7,29,0
52,2.3027687,467,1,43,3,27,11,0
53,2.3028312,587,1,90,26,27,14,0
54,2.3029587,1288,1,283,27,8,32,0
55,2.3040946,1587,1,7,2,27,39,0
56,2.3037026,954,1,7,2,34,23,0
57,2.3037357,874,1,102,17,34,21,0
58,2.3044012,1507,1,384,12,27,37,0
59,3.7870009,1599,3,384,12,39,39,0
