"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
30,0,30,0,0,2.3043845,2.3043845,0
1598,3,38,39,0,2.3043845,2.3131347,0
27,0,27,0,0,2.3044436,2.3044436,0
28,1,28,0,0,2.3044436,2.3044579,0
23,0,23,0,0,2.3045301,2.3045301,0
24,1,24,0,0,2.3045301,2.3045416,0
7,0,7,0,0,2.3045347,2.3045347,0
14,1,14,0,0,2.3045347,2.3046641,0
21,0,21,0,0,2.3045723,2.3045723,0
22,1,22,0,0,2.3045723,2.30458,0
11,0,11,0,0,2.3045938,2.3045938,0
10,1,10,0,0,2.3045938,2.3046021,0
13,0,13,0,0,2.3045971,2.3045971,0
12,1,12,0,0,2.3045971,2.304625,0
129,0,9,3,0,2.3046055,2.3046055,0
89,1,9,2,0,2.3046055,2.3046114,0
19,0,19,0,0,2.3046131,2.3046131,0
20,1,20,0,0,2.3046131,2.3046293,0
15,0,15,0,0,2.3046215,2.3046215,0
18,1,18,0,0,2.3046215,2.3046448,0
17,0,17,0,0,2.3046277,2.3046277,0
16,1,16,0,0,2.3046277,2.3046436,0
1080,0,0,27,0,2.305331,2.305331,0
1000,1,0,25,0,2.305331,2.3053656,0
1280,0,0,32,0,2.305377,2.305377,0
1200,1,0,30,0,2.305377,2.3053877,0
1087,2,7,27,0,2.305568,2.305568,0
1086,3,6,27,0,2.305568,2.3055732,0
