"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.5626822,1560,0,1,1,0,39,0
1,2.5633521,1562,0,0,1,2,39,0
2,2.5639634,1564,0,0,1,4,39,0
3,2.5644994,1566,0,0,1,6,39,0
4,2.5649433,1568,0,0,1,8,39,0
5,2.5652797,1570,0,0,1,10,39,0
6,2.5654936,1572,0,0,1,12,39,0
7,2.5655713,1574,0,0,1,14,39,0
8,2.5655015,1576,0,0,1,16,39,0
9,2.565274,1578,0,0,1,18,39,0
10,2.5648818,1580,0,0,1,20,39,0
11,2.5643222,1582,0,0,1,22,39,0
12,2.5635951,1584,0,0,1,24,39,0
13,2.5627038,1586,0,0,1,26,39,0
14,2.5616567,1588,0,0,1,28,39,0
15,2.5604663,1590,0,0,1,30,39,0
16,2.5591488,1592,0,0,1,32,39,0
17,2.5577254,1594,0,0,1,34,39,0
18,2.5562217,1596,0,0,1,36,39,0
19,2.5546646,1598,0,2,1,38,39,0
20,2.5572314,1597,1,3,2,37,39,0
21,2.5587718,1595,1,4,2,35,39,0
22,2.5602388,1593,1,6,2,33,39,0
23,2.5616055,1591,1,6,2,31,39,0
24,2.5628486,1589,1,5,2,29,39,0
25,2.563951,1587,1,8,2,27,39,0
26,2.5641992,1561,1,1,2,1,39,0
27,2.5648975,1585,1,5,2,25,39,0
28,2.5648963,1563,1,3,2,3,39,0
29,2.5656786,1583,1,7,2,23,39,0
30,2.5655258,1565,1,2,2,5,39,0
31,2.566288,1581,1,3,2,21,39,0
32,2.566072,1567,1,3,2,7,39,0
33,2.566726,1579,1,4,2,19,39,0
34,2.5665174,1569,1,3,2,9,39,0
35,2.5668459,1571,1,2,2,11,39,0
36,2.5669932,1577,1,1,2,17,39,0
37,2.5670433,1573,1,1,2,13,39,0
38,2.567096,1575,1,1490,42,15,39,0
39,2.6819839,31,3,1490,42,31,0,0
