"ttkVertexScalarField","CriticalType","Coordinates:0","Coordinates:1","Coordinates:2","Points:0","Points:1","Points:2"
1,0,1,0,0,2.3050594,2.3050594,0
1598,3,38,39,0,2.3050594,2.3056715,0
3,0,3,0,0,2.3050606,2.3050606,0
2,1,2,0,0,2.3050606,2.3050678,0
5,0,5,0,0,2.305064,2.305064,0
4,1,4,0,0,2.305064,2.3050716,0
7,0,7,0,0,2.3050644,2.3050644,0
6,1,6,0,0,2.3050644,2.3050733,0
9,0,9,0,0,2.3050647,2.3050647,0
8,1,8,0,0,2.3050647,2.3050714,0
11,0,11,0,0,2.3050659,2.3050659,0
10,1,10,0,0,2.3050659,2.305073,0
13,0,13,0,0,2.3050659,2.3050659,0
12,1,12,0,0,2.3050659,2.305074,0
15,0,15,0,0,2.3050671,2.3050671,0
14,1,14,0,0,2.3050671,2.305073,0
17,0,17,0,0,2.3050754,2.3050754,0
16,1,16,0,0,2.3050754,2.3050778,0
19,0,19,0,0,2.3050854,2.3050854,0
18,1,18,0,0,2.3050854,2.30509,0
21,0,21,0,0,2.3050916,2.3050916,0
20,1,20,0,0,2.3050916,2.3050997,0
23,0,23,0,0,2.3050992,2.3050992,0
22,1,22,0,0,2.3050992,2.3051074,0
25,0,25,0,0,2.3051095,2.3051095,0
24,1,24,0,0,2.3051095,2.3051157,0
27,0,27,0,0,2.3051243,2.3051243,0
26,1,26,0,0,2.3051243,2.3051291,0
29,0,29,0,0,2.3051376,2.3051376,0
28,1,28,0,0,2.3051376,2.3051429,0
31,0,31,0,0,2.3051531,2.3051531,0
30,1,30,0,0,2.3051531,2.3051558,0
33,0,33,0,0,2.3051665,2.3051665,0
32,1,32,0,0,2.3051665,2.3051729,0
35,0,35,0,0,2.3051739,2.3051739,0
34,1,34,0,0,2.3051739,2.3051815,0
37,0,37,0,0,2.3051846,2.3051846,0
36,1,36,0,0,2.3051846,2.3051922,0
39,0,39,0,0,2.3051953,2.3051953,0
38,1,38,0,0,2.3051953,2.3052027,0
