"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Points:0","Points:1","Points:2"
0,2.3045347,7,0,10,3,7,0,0
1,2.3045938,11,0,0,1,11,0,0
2,2.3045971,13,0,0,1,13,0,0
3,2.3046215,15,0,0,1,15,0,0
4,2.3046277,17,0,0,1,17,0,0
5,2.3046131,19,0,0,1,19,0,0
6,2.3045723,21,0,0,1,21,0,0
7,2.3045301,23,0,0,1,23,0,0
8,2.3044436,27,0,0,1,27,0,0
9,2.3043845,30,0,7,2,30,0,0
10,2.3046055,129,0,0,1,9,3,0
11,2.305331,1080,0,2,2,0,27,0
12,2.305377,1280,0,2,2,0,32,0
13,2.3044579,28,1,17,4,28,0,0
14,2.3045416,24,1,7,2,24,0,0
15,2.30458,22,1,14,2,22,0,0
16,2.3046021,10,1,1,2,10,0,0
17,2.3046114,89,1,8,3,9,2,0
18,2.304625,12,1,14,2,12,0,0
19,2.3046293,20,1,6,2,20,0,0
20,2.3046436,16,1,0,2,16,0,0
21,2.3046448,18,1,10,4,18,0,0
22,2.3046641,14,1,655,28,14,0,0
23,2.3053656,1000,1,19,5,0,25,0
24,2.3053877,1200,1,802,39,0,30,0
25,2.3131347,1598,3,802,39,38,39,0
