"NodeId","Scalar","VertexId","CriticalType","RegionSize","RegionSpan","Persistence","ClusterID","TreeID","isDummyNode","TrueNodeId","isImportantPair","isMultiPersPairNode","BranchNodeID","Points:0","Points:1","Points:2"
0,1293.6133,1599,3,1151,36,1293.5996,0,0,0,15,1,0,0,572.81342,1293.6133,0
2,99.432961,152,1,1151,36,3.2375717,0,0,0,14,0,0,1,490.83154,99.432961,0
2,99.432961,152,1,1151,36,3.2375717,0,0,1,14,0,0,1,572.81342,99.432961,0
4,86.145782,230,1,47,2,0.091407776,0,0,0,13,0,0,2,490.83154,86.145782,0
4,86.145782,230,1,47,2,0.091407776,0,0,1,13,0,0,2,572.81342,86.145782,0
6,96.195389,112,0,0,1,3.2375717,0,0,0,0,0,0,1,490.83154,96.195389,0
6,96.195389,112,0,0,1,3.2375717,0,0,1,0,0,0,1,490.83154,96.195389,0
8,77.260399,349,1,31,3,5.3040619,0,0,0,12,0,0,3,490.83154,77.260399,0
8,77.260399,349,1,31,3,5.3040619,0,0,1,12,0,0,3,572.81342,77.260399,0
10,86.054375,191,0,0,1,0.091407776,0,0,0,1,0,0,2,490.83154,86.054375,0
10,86.054375,191,0,0,1,0.091407776,0,0,1,1,0,0,2,490.83154,86.054375,0
12,62.437912,427,1,55,2,3.6691742,0,0,0,11,0,0,4,490.83154,62.437912,0
12,62.437912,427,1,55,2,3.6691742,0,0,1,11,0,0,4,572.81342,62.437912,0
14,71.956337,309,0,0,1,5.3040619,0,0,0,2,0,0,3,490.83154,71.956337,0
14,71.956337,309,0,0,1,5.3040619,0,0,1,2,0,0,3,490.83154,71.956337,0
16,0.2618365,818,1,283,13,0.17270665,0,0,0,10,0,0,5,490.83154,0.2618365,0
16,0.2618365,818,1,283,13,0.17270665,0,0,1,10,0,0,5,572.81342,0.2618365,0
18,58.768738,388,0,0,1,3.6691742,0,0,0,3,0,0,4,490.83154,58.768738,0
18,58.768738,388,0,0,1,3.6691742,0,0,1,3,0,0,4,490.83154,58.768738,0
20,0.061319441,937,1,12,3,0.04346884,0,0,0,9,0,0,6,490.83154,0.061319441,0
20,0.061319441,937,1,12,3,0.04346884,0,0,1,9,0,0,6,572.81342,0.061319441,0
22,0.08912985,819,0,1,1,0.17270665,0,0,0,4,0,0,5,490.83154,0.08912985,0
22,0.08912985,819,0,1,1,0.17270665,0,0,1,4,0,0,5,490.83154,0.08912985,0
24,0.013633939,896,0,3,1,1293.5996,0,0,0,5,1,0,0,572.81342,0.013633939,0
24,0.013633939,896,0,3,1,1293.5996,0,0,1,5,1,0,0,572.81342,0.013633939,0
26,0.038023889,1017,1,0,2,0.010754557,0,0,0,8,0,0,7,426.15155,0.038023889,0
26,0.038023889,1017,1,0,2,0.010754557,0,0,1,8,0,0,7,490.83154,0.038023889,0
28,0.017850598,977,0,0,1,0.04346884,0,0,0,6,0,0,6,490.83154,0.017850598,0
28,0.017850598,977,0,0,1,0.04346884,0,0,1,6,0,0,6,490.83154,0.017850598,0
30,0.027269332,1018,0,1,1,0.010754557,0,0,0,7,0,0,7,426.15155,0.027269332,0
30,0.027269332,1018,0,1,1,0.010754557,0,0,1,7,0,0,7,426.15155,0.027269332,0
